Title: The Palomar Transient Factory Core-Collapse Supernova Host-Galaxy 
       Sample.I. Host-Galaxy Distribution Functions and Environment 
       Dependence of CCSNe 
Authors: Schulze S., Yaron O., Sollerman J., Leloudas G., Gal A., Wright A.H., 
         Lunnan R., Gal-Yam A., Ofek E.O., Perley D.A., Filippenko A.V.,
         Kasliwal M.M., Kulkarni S.R., Neill J.D., Nugent P.E., Quimby R.M.,
         Sullivan M., Strothjohann N.L., Arcavi I., Ben-Ami S., Bianco F., 
         Bloom J.S., De K., Fraser M., Fremling C.U., Horesh A., Johansson J.,
         Kelly P.L., Knevzevic N., Knevzevic S., Maguire K., Nyholm A., 
         Papadogiannakis S., Petrushevska T., Rubin A., Yan L., Yang Y.,
         Adams S.M., Bufano F., Clubb K.I., Foley R.J., Green Y., Harmanen J.,
         Ho A.Y.Q., Hook I.M., Hosseinzadeh G., Howell D.A., Kong A.K.H., 
         Kotak R., Matheson T., McCully C., Milisavljevic D., Pan Y.-C., 
         Poznanski D., Shivvers I., Velzen S.v., Verbeek K.K. 
Table: Photometry of the PTF CCSN host galaxies
================================================================================
Byte-by-byte Description of file: apjsabff5et9_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label    Explanations
--------------------------------------------------------------------------------
   1-  9 A9     ---     ID       Object identifier
  11- 19 A9     ---     Tel/Sur  Telescope/Survey designation
  21- 29 A9     ---     Inst     Instrument 
  31- 35 A5     ---     Filter   Filter
  37- 41 F5.2   mag     mag      Observed AB magnitude in Filter (1)
  43- 48 F6.2   mag   e_mag      ?=-99 Uncertainty in mag
  50- 76 A27    ---     Ref      Reference; This paper or ADS bibcode
--------------------------------------------------------------------------------
Note (1): Not corrected for reddening.
--------------------------------------------------------------------------------
PTF09fbf  2MASS               J     13.7    0.07 This paper                  
PTF09fbf  2MASS               H     13.64   0.08 This paper                  
PTF09fbf  2MASS               Ks    13.73   0.11 This paper                  
PTF09fbf  WISE                W1    14.08   0.1  This paper                  
PTF09fbf  WISE                W2    14.64   0.11 This paper                  
PTF09fma  GALEX               FUV   19.36   0.11 This paper                  
PTF09fma  GALEX               NUV   19.2    0.1  This paper                  
PTF09fma  PANSTARRS           g     16.9    0.08 This paper                  
PTF09fma  PANSTARRS           r     16.61   0.05 This paper                  
PTF09fma  PANSTARRS           i     16.36   0.05 This paper                  
PTF09fma  PANSTARRS           z     16.22   0.06 This paper                  
PTF09fma  PANSTARRS           y     15.95   0.08 This paper                  
PTF09fma  2MASS               H     15.71   0.09 This paper                  
PTF09fma  2MASS               Ks    15.76   0.18 This paper                  
PTF09fma  WISE                W1    16.52   0.1  This paper                  
PTF09fma  WISE                W2    17.1    0.11 This paper                  
PTF09fmk  GALEX               FUV   20.06   0.18 This paper                  
PTF09fmk  GALEX               NUV   19.5    0.13 This paper                  
PTF09fmk  SDSS                u     18.58   0.1  This paper                  
PTF09fmk  SDSS                g     17.28   0.05 This paper                  
PTF09fmk  SDSS                r     16.63   0.06 This paper                  
PTF09fmk  SDSS                i     16.15   0.11 This paper                  
PTF09fmk  SDSS                z     16.0    0.07 This paper                  
PTF09fmk  PANSTARRS           g     17.32   0.05 This paper                  
PTF09fmk  PANSTARRS           r     16.81   0.05 This paper                  
PTF09fmk  PANSTARRS           i     16.39   0.05 This paper                  
PTF09fmk  PANSTARRS           z     16.23   0.06 This paper                  
PTF09fmk  PANSTARRS           y     15.95   0.21 This paper                  
PTF09fmk  2MASS               J     16.09   0.13 This paper                  
PTF09fmk  2MASS               H     15.62   0.08 This paper                  
PTF09fmk  2MASS               Ks    15.67   0.15 This paper                  
PTF09fmk  WISE                W1    16.18   0.11 This paper                  
PTF09fmk  WISE                W2    16.67   0.12 This paper                  
PTF09foq  GALEX               NUV   18.22   0.22 This paper                  
PTF09foq  PANSTARRS           g     15.02   0.49 This paper                  
PTF09foq  PANSTARRS           r     13.93   0.71 This paper                  
PTF09foq  PANSTARRS           i     13.44   0.52 This paper                  
PTF09foq  PANSTARRS           z     13.02   0.3  This paper                  
PTF09foq  PANSTARRS           y     12.82   0.35 This paper                  
PTF09foq  2MASS               J     12.11   0.07 This paper                  
PTF09foq  2MASS               H     11.89   0.07 This paper                  
PTF09foq  2MASS               Ks    12.01   0.11 This paper                  
PTF09foq  WISE                W1    12.54   0.12 This paper                  
PTF09foq  WISE                W2    13.18   0.11 This paper                  
PTF09foy  GALEX               FUV   19.73   0.17 This paper                  
PTF09foy  GALEX               NUV   19.1    0.12 This paper                  
PTF09foy  SDSS                u     18.36   0.08 This paper                  
PTF09foy  SDSS                g     16.94   0.05 This paper                  
PTF09foy  SDSS                r     16.38   0.05 This paper                  
PTF09foy  SDSS                i     16.04   0.06 This paper                  
PTF09foy  SDSS                z     15.73   0.06 This paper                  
PTF09foy  PANSTARRS           g     16.94   0.06 This paper                  
PTF09foy  PANSTARRS           r     16.41   0.05 This paper                  
PTF09foy  PANSTARRS           i     16.1    0.07 This paper                  
PTF09foy  PANSTARRS           z     15.99   0.08 This paper                  
PTF09foy  PANSTARRS           y     15.83   0.1  This paper                  
PTF09foy  2MASS               J     15.67   0.07 This paper                  
PTF09foy  2MASS               H     15.31   0.08 This paper                  
PTF09foy  2MASS               Ks    15.45   0.12 This paper                  
PTF09foy  WISE                W1    16.08   0.1  This paper                  
PTF09foy  WISE                W2    16.65   0.1  This paper                  
PTF09fqa  GALEX               FUV   18.65   0.13 This paper                  
PTF09fqa  GALEX               NUV   17.97   0.11 This paper                  
PTF09fqa  SDSS                u     17.17   0.07 This paper                  
PTF09fqa  SDSS                g     15.95   0.05 This paper                  
PTF09fqa  SDSS                r     15.48   0.06 This paper                  
PTF09fqa  SDSS                i     15.17   0.06 This paper                  
PTF09fqa  SDSS                z     15.02   0.06 This paper                  
PTF09fqa  PANSTARRS           g     16.05   0.06 This paper                  
PTF09fqa  PANSTARRS           r     15.52   0.05 This paper                  
PTF09fqa  PANSTARRS           i     15.31   0.05 This paper                  
PTF09fqa  PANSTARRS           z     15.21   0.06 This paper                  
PTF09fqa  PANSTARRS           y     14.91   0.06 This paper                  
PTF09fqa  2MASS               J     14.9    0.07 This paper                  
PTF09fqa  2MASS               H     14.51   0.07 This paper                  
PTF09fqa  2MASS               Ks    14.72   0.11 This paper                  
PTF09fqa  WISE                W1    15.37   0.11 This paper                  
PTF09fqa  WISE                W2    15.88   0.11 This paper                  
PTF09fsr  GALEX               FUV   14.68   0.1  This paper                  
PTF09fsr  GALEX               NUV   14.29   0.1  This paper                  
PTF09fsr  SDSS                u     12.7    0.05 This paper                  
PTF09fsr  SDSS                g     11.36   0.05 This paper                  
PTF09fsr  SDSS                r     10.69   0.05 This paper                  
PTF09fsr  SDSS                i     10.28   0.06 This paper                  
PTF09fsr  SDSS                z     10.08   0.05 This paper                  
PTF09fsr  PANSTARRS           g     11.68   0.06 This paper                  
PTF09fsr  PANSTARRS           r     11.05   0.05 This paper                  
PTF09fsr  PANSTARRS           i     10.68   0.06 This paper                  
PTF09fsr  PANSTARRS           z     10.54   0.06 This paper                  
PTF09fsr  PANSTARRS           y     10.33   0.07 This paper                  
PTF09fsr  2MASS               J      9.75   0.07 This paper                  
PTF09fsr  2MASS               H      9.6    0.07 This paper                  
PTF09fsr  2MASS               Ks     9.76   0.11 This paper                  
PTF09fsr  WISE                W1    10.16   0.1  This paper                  
PTF09fsr  WISE                W2    10.4    0.1  This paper                  
PTF09g    GALEX               FUV   18.41   0.14 This paper                  
PTF09g    GALEX               NUV   17.94   0.11 This paper                  
PTF09g    SDSS                u     17.41   0.06 This paper                  
PTF09g    SDSS                g     16.39   0.05 This paper                  
PTF09g    SDSS                r     16.05   0.05 This paper                  
PTF09g    SDSS                i     15.84   0.05 This paper                  
PTF09g    SDSS                z     15.68   0.07 This paper                  
PTF09g    PANSTARRS           g     16.36   0.05 This paper                  
PTF09g    PANSTARRS           r     16.01   0.05 This paper                  
PTF09g    PANSTARRS           i     15.85   0.05 This paper                  
PTF09g    PANSTARRS           z     15.74   0.05 This paper                  
PTF09g    PANSTARRS           y     15.55   0.05 This paper                  
PTF09g    2MASS               J     15.54   0.07 This paper                  
PTF09g    2MASS               H     15.54   0.07 This paper                  
PTF09g    2MASS               Ks    15.54   0.11 This paper                  
PTF09g    WISE                W1    16.08   0.1  This paper                  
PTF09g    WISE                W2    16.59   0.1  This paper                  
PTF09gof  GALEX               FUV   20.18   0.11 This paper                  
PTF09gof  GALEX               NUV   19.92   0.1  This paper                  
PTF09gof  SDSS                u     19.26   0.12 This paper                  
PTF09gof  SDSS                g     18.15   0.06 This paper                  
PTF09gof  SDSS                r     17.75   0.05 This paper                  
PTF09gof  SDSS                i     17.44   0.06 This paper                  
PTF09gof  SDSS                z     17.08   0.09 This paper                  
PTF09gof  PANSTARRS           g     18.1    0.06 This paper                  
PTF09gof  PANSTARRS           r     17.82   0.06 This paper                  
PTF09gof  PANSTARRS           i     17.54   0.06 This paper                  
PTF09gof  PANSTARRS           z     17.45   0.07 This paper                  
PTF09gof  PANSTARRS           y     17.15   0.12 This paper                  
PTF09gof  WISE                W1    17.68   0.11 This paper                  
PTF09gof  WISE                W2    18.3    0.12 This paper                  
PTF09gpn  GALEX               FUV   21.25   0.31 This paper                  
PTF09gpn  GALEX               NUV   21.09   0.17 This paper                  
PTF09gpn  PANSTARRS           g     20.03   0.11 This paper                  
PTF09gpn  PANSTARRS           r     19.68   0.13 This paper                  
PTF09gpn  PANSTARRS           i     19.69   0.12 This paper                  
PTF09gpn  PANSTARRS           z     19.35   0.21 This paper                  
PTF09gtt  GALEX               FUV   19.92   0.18 This paper                  
PTF09gtt  GALEX               NUV   19.37   0.13 This paper                  
PTF09gtt  SDSS                u     19.24   0.28 This paper                  
PTF09gtt  SDSS                g     18.31   0.07 This paper                  
PTF09gtt  SDSS                r     17.83   0.1  This paper                  
PTF09gtt  SDSS                i     17.58   0.15 This paper                  
PTF09gtt  SDSS                z     18.19   0.46 This paper                  
PTF09gtt  PANSTARRS           g     18.38   0.14 This paper                  
PTF09gtt  PANSTARRS           r     17.85   0.08 This paper                  
PTF09gtt  PANSTARRS           i     17.44   0.08 This paper                  
PTF09gtt  PANSTARRS           z     17.62   0.21 This paper                  
PTF09gtt  PANSTARRS           y     17.26   0.22 This paper                  
PTF09gxq  SDSS                u     18.59   0.13 This paper                  
PTF09gxq  SDSS                g     17.42   0.06 This paper                  
PTF09gxq  SDSS                r     16.89   0.06 This paper                  
PTF09gxq  SDSS                i     16.67   0.05 This paper                  
PTF09gxq  SDSS                z     16.41   0.09 This paper                  
PTF09gxq  PANSTARRS           g     17.36   0.06 This paper                  
PTF09gxq  PANSTARRS           r     17.07   0.06 This paper                  
PTF09gxq  PANSTARRS           i     16.77   0.1  This paper                  
PTF09gxq  PANSTARRS           z     16.65   0.06 This paper                  
PTF09gxq  PANSTARRS           y     16.22   0.08 This paper                  
PTF09gxq  2MASS               J     16.36   0.1  This paper                  
PTF09gxq  2MASS               H     15.91   0.08 This paper                  
PTF09gxq  2MASS               Ks    16.13   0.23 This paper                  
PTF09gxq  WISE                W1    17.17   0.12 This paper                  
PTF09gxq  WISE                W2    17.82   0.13 This paper                  
PTF09gyp  LS                  g     24.94   0.27 This paper                  
PTF09gyp  LS                  r     25.09   0.28 This paper                  
PTF09hdo  GALEX               FUV   19.06   0.13 This paper                  
PTF09hdo  GALEX               NUV   18.76   0.1  This paper                  
PTF09hdo  SDSS                u     17.3    0.06 This paper                  
PTF09hdo  SDSS                g     15.86   0.05 This paper                  
PTF09hdo  SDSS                r     15.16   0.05 This paper                  
PTF09hdo  SDSS                i     14.72   0.05 This paper                  
PTF09hdo  SDSS                z     14.45   0.05 This paper                  
PTF09hdo  PANSTARRS           g     15.81   0.05 This paper                  
PTF09hdo  PANSTARRS           r     15.15   0.05 This paper                  
PTF09hdo  PANSTARRS           i     14.76   0.05 This paper                  
PTF09hdo  PANSTARRS           z     14.54   0.05 This paper                  
PTF09hdo  PANSTARRS           y     14.29   0.05 This paper                  
PTF09hdo  2MASS               J     14.24   0.07 This paper                  
PTF09hdo  2MASS               H     13.91   0.07 This paper                  
PTF09hdo  2MASS               Ks    14.04   0.11 This paper                  
PTF09hdo  WISE                W1    14.37   0.1  This paper                  
PTF09hdo  WISE                W2    14.81   0.1  This paper                  
PTF09hnq  SDSS                u     18.67   0.06 This paper                  
PTF09hnq  SDSS                g     17.71   0.05 This paper                  
PTF09hnq  SDSS                r     17.35   0.05 This paper                  
PTF09hnq  SDSS                i     17.17   0.05 This paper                  
PTF09hnq  SDSS                z     17.0    0.07 This paper                  
PTF09hnq  PANSTARRS           g     17.73   0.05 This paper                  
PTF09hnq  PANSTARRS           r     17.37   0.05 This paper                  
PTF09hnq  PANSTARRS           i     17.15   0.05 This paper                  
PTF09hnq  PANSTARRS           z     17.05   0.05 This paper                  
PTF09hnq  PANSTARRS           y     16.94   0.06 This paper                  
PTF09hnq  2MASS               Ks    17.57   0.31 This paper                  
PTF09hzg  GALEX               FUV   20.03   0.21 This paper                  
PTF09hzg  GALEX               NUV   19.74   0.12 This paper                  
PTF09hzg  SDSS                u     17.6    0.07 This paper                  
PTF09hzg  SDSS                g     16.0    0.05 This paper                  
PTF09hzg  SDSS                r     15.21   0.05 This paper                  
PTF09hzg  SDSS                i     14.76   0.05 This paper                  
PTF09hzg  SDSS                z     14.36   0.05 This paper                  
PTF09hzg  PANSTARRS           g     16.01   0.05 This paper                  
PTF09hzg  PANSTARRS           r     15.24   0.05 This paper                  
PTF09hzg  PANSTARRS           i     14.83   0.05 This paper                  
PTF09hzg  PANSTARRS           z     14.5    0.05 This paper                  
PTF09hzg  PANSTARRS           y     14.18   0.06 This paper                  
PTF09hzg  2MASS               J     14.04   0.07 This paper                  
PTF09hzg  2MASS               H     13.52   0.07 This paper                  
PTF09hzg  2MASS               Ks    13.65   0.11 This paper                  
PTF09iex  GALEX               FUV   19.14   0.1  This paper                  
PTF09iex  GALEX               NUV   19.17   0.1  This paper                  
PTF09iex  SDSS                u     18.91   0.23 This paper                  
PTF09iex  SDSS                g     18.03   0.08 This paper                  
PTF09iex  SDSS                r     17.75   0.11 This paper                  
PTF09iex  SDSS                i     17.55   0.18 This paper                  
PTF09iex  SDSS                z     17.05   0.2  This paper                  
PTF09iex  PANSTARRS           g     17.82   0.16 This paper                  
PTF09iex  PANSTARRS           r     18.26   0.16 This paper                  
PTF09iex  PANSTARRS           i     17.93   0.18 This paper                  
PTF09iex  PANSTARRS           z     17.93   0.31 This paper                  
PTF09iex  PANSTARRS           y     17.65   0.5  This paper                  
PTF09iex  WISE                W1    17.97   0.23 This paper                  
PTF09iex  WISE                W2    18.6    0.26 This paper                  
PTF09ige  SDSS                u     18.63   0.08 This paper                  
PTF09ige  SDSS                g     17.5    0.05 This paper                  
PTF09ige  SDSS                r     17.16   0.05 This paper                  
PTF09ige  SDSS                i     16.85   0.05 This paper                  
PTF09ige  SDSS                z     16.85   0.06 This paper                  
PTF09ige  PANSTARRS           g     17.47   0.05 This paper                  
PTF09ige  PANSTARRS           r     17.21   0.05 This paper                  
PTF09ige  PANSTARRS           i     16.95   0.05 This paper                  
PTF09ige  PANSTARRS           z     16.93   0.06 This paper                  
PTF09ige  PANSTARRS           y     16.87   0.06 This paper                  
PTF09ige  2MASS               J     16.71   0.09 This paper                  
PTF09ige  WISE                W1    17.17   0.11 This paper                  
PTF09ige  WISE                W2    17.68   0.12 This paper                  
PTF09igz  GALEX               FUV   21.28   0.14 This paper                  
PTF09igz  GALEX               NUV   21.04   0.12 This paper                  
PTF09igz  SDSS                u     20.23   0.17 This paper                  
PTF09igz  SDSS                g     19.3    0.05 This paper                  
PTF09igz  SDSS                r     18.88   0.06 This paper                  
PTF09igz  SDSS                i     18.56   0.07 This paper                  
PTF09igz  SDSS                z     18.71   0.19 This paper                  
PTF09igz  PANSTARRS           g     19.31   0.06 This paper                  
PTF09igz  PANSTARRS           r     18.9    0.06 This paper                  
PTF09igz  PANSTARRS           i     18.78   0.06 This paper                  
PTF09igz  PANSTARRS           z     18.57   0.07 This paper                  
PTF09igz  PANSTARRS           y     18.31   0.12 This paper                  
PTF09igz  2MASS               J     17.93   0.1  This paper                  
PTF09igz  2MASS               H     18.44   0.14 This paper                  
PTF09igz  2MASS               Ks    17.99   0.16 This paper                  
PTF09igz  WISE                W1    18.92   0.13 This paper                  
PTF09ij   CFHT      MegaPrime u     23.29   0.09 This paper                  
PTF09ij   CFHT      MegaPrime g     21.97   0.06 This paper                  
PTF09ij   CFHT      MegaPrime r     21.63   0.05 This paper                  
PTF09ij   CFHT      MegaPrime i     21.45   0.05 This paper                  
PTF09ij   CFHT      MegaPrime z     21.46   0.06 This paper                  
PTF09inv  PANSTARRS           g     18.03   0.09 This paper                  
PTF09inv  PANSTARRS           r     17.63   0.06 This paper                  
PTF09inv  PANSTARRS           i     17.52   0.09 This paper                  
PTF09inv  PANSTARRS           z     17.33   0.07 This paper                  
PTF09inv  PANSTARRS           y     17.24   0.13 This paper                  
PTF09inv  2MASS               J     17.28   0.09 This paper                  
PTF09inv  WISE                W1    17.86   0.12 This paper                  
PTF09inv  WISE                W2    18.41   0.15 This paper                  
PTF09iqd  PANSTARRS           g     15.32   0.06 This paper                  
PTF09iqd  PANSTARRS           r     14.65   0.07 This paper                  
PTF09iqd  PANSTARRS           i     14.25   0.08 This paper                  
PTF09iqd  PANSTARRS           z     14.04   0.06 This paper                  
PTF09iqd  PANSTARRS           y     13.88   0.09 This paper                  
PTF09iqd  2MASS               J     13.63   0.07 This paper                  
PTF09iqd  2MASS               H     13.34   0.07 This paper                  
PTF09iqd  2MASS               Ks    13.57   0.11 This paper                  
PTF09iqd  WISE                W2    14.72   0.1  This paper                  
PTF09ism  GALEX               FUV   19.84   0.21 This paper                  
PTF09ism  GALEX               NUV   18.99   0.12 This paper                  
PTF09ism  SDSS                u     18.2    0.11 This paper                  
PTF09ism  SDSS                g     17.17   0.06 This paper                  
